id_place,provincia,id_empleado,nombre,puesto,nacionalidad,fecha_in,fecha_out,fecha_end,jornada,motivo_baja,genero,fecha_nacimiento,email,id_contrato
26,VALENCIA,989015,David Mitchell,Designer graphic,ESPAÑA,09/03/2023,25/08/2023,00/00/0000,75.0,Baja voluntaria de la person,Mujer,31/12/2001,danielspatricia@example.com,200.0
26,VALENCIA,989248,Matthew Green,Designer graphic,ESPAÑA,18/04/2023,17/08/2023,00/00/0000,75.0,Baja voluntaria de la person,Mujer,06/01/1995,kevinhill@example.org,200.0
26,VALENCIA,989249,Bradley Johnson,Designer graphic,ESPAÑA,18/04/2023,10/07/2023,00/00/0000,75.0,Cese en período de prueba a,Mujer,24/03/2000,jamiekim@example.net,200.0
26,VALENCIA,989798,Dr. Elizabeth Herring DDS,Designer graphic,ESPAÑA,24/06/2023,00/00/0000,00/00/0000,75.0,,Mujer,03/08/2004,jsalas@example.net,200.0
26,VALENCIA,990255,Valerie Graham,Designer graphic,COLOMBIA,04/08/2023,00/00/0000,00/00/0000,75.0,,Mujer,07/03/1996,brownshannon@example.net,200.0
26,VALENCIA,990403,Eileen Reyes MD,Designer graphic,FRANCIA,19/08/2023,00/00/0000,00/00/0000,75.0,,Mujer,14/03/1998,dianecurry@example.net,200.0
26,VALENCIA,990440,John Thompson,Designer graphic,ITALIA,25/08/2023,00/00/0000,00/00/0000,62.5,,Hombre,18/03/1996,lbenson@example.org,200.0
26,VALENCIA,990441,Kathy Jennings,Designer graphic,ARGENTINA,25/08/2023,00/00/0000,00/00/0000,62.5,,Mujer,28/09/1991,estrickland@example.com,200.0
27,PONTEVEDRA,330009,Tyler Dawson,Designer graphic,ESPAÑA,04/06/2018,19/01/2019,03/04/2019,90.0,Baja voluntaria del trabajad,Mujer,03/10/1995,,501.0
27,PONTEVEDRA,330010,Ashley Miller,Designer graphic,ESPAÑA,12/09/2018,11/12/2018,11/12/2018,75.0,,Mujer,11/04/1990,,501.0
27,PONTEVEDRA,330011,Ethan Walter,Designer graphic,ESPAÑA,04/09/2018,23/02/2019,03/03/2019,70.0,Baja voluntaria del trabajad,Mujer,23/09/1992,,501.0
27,PONTEVEDRA,330020,Kristin Johnson,Designer graphic,ESPAÑA,17/10/2018,20/10/2018,16/01/2019,90.0,Baja voluntaria de la person,Mujer,13/11/1992,,501.0
27,PONTEVEDRA,980215,Michelle Hunt,Designer graphic,ESPAÑA,11/12/2018,10/03/2019,10/03/2019,90.0,Fin de contrato temporal,Mujer,14/12/1990,,501.0
27,PONTEVEDRA,980326,Shawn Morse,Designer graphic,ESPAÑA,23/01/2019,07/04/2019,00/00/0000,60.0,Baja voluntaria del trabajad,Mujer,11/02/1992,,289.0
27,PONTEVEDRA,980472,David Kelly,Designer graphic,ESPAÑA,13/03/2019,30/05/2019,30/05/2019,90.0,Fin de contrato temporal,Mujer,20/07/1989,pruittmichelle@example.com,501.0
27,PONTEVEDRA,980666,Kaitlyn Parker,Designer graphic,ESPAÑA,10/06/2019,22/09/2019,00/00/0000,90.0,,Mujer,01/09/1997,,289.0
27,PONTEVEDRA,981724,Elizabeth Wood,Designer graphic,ESPAÑA,27/11/2019,26/01/2020,26/01/2020,67.5,Fin de contrato temporal,Mujer,30/11/1994,jthomas@example.org,402.0
27,PONTEVEDRA,981887,Sharon Maynard,Designer graphic,ESPAÑA,03/12/2019,02/02/2020,02/02/2020,25.0,Fin de contrato temporal,Mujer,18/07/1995,nwilliams@example.com,502.0
31,ZARAGOZA,90002,Mr. Charles Horton,Designer graphic,ESPAÑA,20/06/2017,09/03/2019,19/07/2019,75.0,Despido por causas objetivas,Mujer,27/01/1993,,501.0
31,ZARAGOZA,90006,Austin Walker,Designer graphic,VENEZUELA,03/10/2018,00/00/0000,00/00/0000,90.0,Suspensión del contrato o ER,Mujer,08/07/1990,rsmith@example.com,189.0
31,ZARAGOZA,90008,Hector Montes,Designer graphic,VENEZUELA,07/08/2018,25/06/2019,00/00/0000,60.0,Despido del trabajador,Mujer,10/12/2000,,289.0
31,ZARAGOZA,90016,Julie Craig,Designer graphic,ESPAÑA,25/06/2018,00/00/0000,00/00/0000,40.0,Suspensión del contrato o ER,Mujer,18/04/2000,davidcooper@example.org,289.0
31,ZARAGOZA,90020,Kirsten Mendoza,Designer graphic,ESPAÑA,17/10/2018,16/01/2019,16/01/2019,75.0,Fin de contrato temporal,Mujer,08/08/1994,,501.0
31,ZARAGOZA,90032,Jeremy Graham,Designer graphic,ESPAÑA,18/06/2018,17/10/2018,17/10/2018,50.0,,Mujer,09/08/1999,,501.0
31,ZARAGOZA,980290,Kristina Donovan,Designer graphic,ESPAÑA,13/01/2019,12/07/2019,12/07/2019,93.75,Fin de contrato temporal,Mujer,03/07/1987,,502.0
31,ZARAGOZA,980905,Amanda Mccoy,Designer graphic,ESPAÑA,02/07/2019,13/07/2019,01/10/2019,50.0,Baja voluntaria del trabajad,Mujer,09/11/1996,ebrown@example.com,502.0
31,ZARAGOZA,980984,Kelly Mcpherson,Designer graphic,ARGENTINA,15/07/2019,18/07/2019,14/10/2019,50.0,Baja voluntaria del trabajad,Mujer,02/07/1995,,502.0
31,ZARAGOZA,981025,Megan Watkins,Designer graphic,RUMANIA,24/07/2019,29/07/2019,23/10/2019,37.5,Cese en período de prueba a,Mujer,07/04/2000,joyceprice@example.com,502.0
31,ZARAGOZA,981206,Kelly Lawson,Designer graphic,ESPAÑA,28/08/2019,09/06/2022,00/00/0000,50.0,Baja voluntaria de la person,Mujer,10/12/1997,ellismatthew@example.net,289.0
31,ZARAGOZA,982401,Aaron Taylor,Designer graphic,ESPAÑA,29/06/2020,00/00/0000,00/00/0000,75.0,,Mujer,28/02/1994,ballandrew@example.com,189.0
31,ZARAGOZA,982541,Desiree Morrow,Designer graphic,ESPAÑA,01/08/2020,26/08/2020,31/10/2020,40.0,Cese en período de prueba a,Mujer,17/05/1994,cheryl47@example.org,502.0
31,ZARAGOZA,983859,Donna Hicks,Designer graphic,CHILE,07/06/2021,14/02/2023,00/00/0000,62.5,Despido de la persona trabaj,Mujer,30/03/2000,daniellehall@example.org,189.0
31,ZARAGOZA,984174,Dana Ellis,Designer graphic,ESPAÑA,08/07/2021,07/09/2021,07/09/2021,50.0,Fin de contrato temporal,Mujer,21/10/1993,leonardbrian@example.com,502.0
31,ZARAGOZA,984259,Sharon Miller,Designer graphic,COLOMBIA,15/07/2021,14/02/2022,14/02/2022,50.0,Cese por expiración del tiem,Mujer,02/03/1981,walkertyler@example.org,502.0
31,ZARAGOZA,984581,Clifford Woods,Designer graphic,ESPAÑA,23/08/2021,22/01/2022,22/01/2022,50.0,Fin de contrato temporal,Mujer,24/01/1993,aoconnor@example.com,502.0
31,ZARAGOZA,985266,Kyle Moody,Designer graphic,ESPAÑA,23/11/2021,22/02/2022,22/02/2022,50.0,Cese por expiración del tiem,Mujer,27/01/2002,leenicholas@example.org,502.0
31,ZARAGOZA,985496,Holly Anderson,Designer graphic,ESPAÑA,07/12/2021,10/01/2022,10/01/2022,90.0,Cese por expiración del tiem,Mujer,12/06/1996,mlindsey@example.net,502.0
31,ZARAGOZA,985979,David Powell,Designer graphic,ESPAÑA,02/03/2022,01/04/2022,00/00/0000,45.0,Cese en período de prueba a,Mujer,22/03/2002,qjohnson@example.org,510.0
31,ZARAGOZA,985994,Anthony Rodgers,Designer graphic,ESPAÑA,02/03/2022,08/04/2022,01/06/2022,30.0,Baja voluntaria del trabajad,Hombre,03/09/1998,hubbardamanda@example.org,502.0
31,ZARAGOZA,986203,David Martin,Designer graphic,NICARAGUA,12/04/2022,05/09/2022,00/00/0000,87.5,Baja voluntaria de la person,Mujer,06/11/1994,hpatterson@example.net,510.0
31,ZARAGOZA,986240,Dr. Andrew Martin PhD,Designer graphic,ESPAÑA,18/04/2022,00/00/0000,00/00/0000,62.5,,Hombre,20/11/2001,monica70@example.net,100.0
31,ZARAGOZA,986698,Jacqueline Bean,Designer graphic,ESPAÑA,08/06/2022,13/08/2022,13/08/2022,50.0,Cese en período de prueba a,Mujer,06/10/2000,robertbaker@example.com,200.0
31,ZARAGOZA,987441,Brad Rodriguez,Designer graphic,ESPAÑA,11/08/2022,00/00/0000,00/00/0000,50.0,,Mujer,16/06/2003,georgekaitlyn@example.org,200.0
31,ZARAGOZA,987672,Cheryl Morales,Designer graphic,ESPAÑA,07/09/2022,10/12/2022,00/00/0000,70.0,Cese en período de prueba a,Hombre,26/10/1999,heathermiranda@example.com,510.0
31,ZARAGOZA,988201,Brenda Williams,Designer graphic,ESPAÑA,23/11/2022,19/12/2022,10/01/2023,50.0,Cese en período de prueba a,Mujer,26/11/1993,mollylee@example.org,502.0
31,ZARAGOZA,988454,Sarah King,Designer graphic,ESPAÑA,07/12/2022,10/01/2023,10/01/2023,50.0,Fin de contrato temporal,Mujer,11/08/2001,vhill@example.net,502.0
31,ZARAGOZA,988677,Cody Orozco,Designer graphic,ITALIA,20/12/2022,21/12/2022,00/00/0000,40.0,Baja voluntaria del trabajad,Mujer,22/06/1998,imoreno@example.org,200.0
31,ZARAGOZA,989787,Bradley Palmer,Designer graphic,ESPAÑA,26/06/2023,00/00/0000,00/00/0000,40.0,,Mujer,14/03/2021,shawcrystal@example.org,200.0
31,ZARAGOZA,989815,Mark Gibson,Designer graphic,ESPAÑA,26/06/2023,00/00/0000,00/00/0000,75.0,,Mujer,19/11/2001,maryobrien@example.net,200.0
32,LA RIOJA,370002,Shelly Miles,Designer graphic,ESPAÑA,14/05/2016,31/07/2023,00/00/0000,,,Mujer,14/09/1996,othompson@example.com,189.0
32,LA RIOJA,370005,Peter Johnson,Designer graphic,ESPAÑA,14/12/2017,00/00/0000,00/00/0000,87.5,,Mujer,23/01/1989,lisa02@example.com,289.0
32,LA RIOJA,980040,Ryan Snyder,Designer graphic,ESPAÑA,03/12/2018,13/12/2018,11/01/2019,75.0,,Mujer,05/07/1989,,501.0
32,LA RIOJA,980285,Timothy Spence,Designer graphic,ESPAÑA,10/01/2019,09/04/2019,09/04/2019,50.0,Fin de contrato temporal,Mujer,07/07/1995,,501.0
32,LA RIOJA,980546,Jeffery Hays,Designer graphic,ESPAÑA,01/04/2019,17/02/2020,31/03/2020,75.0,Despido del trabajador,Mujer,02/08/1998,,501.0
32,LA RIOJA,981181,Kenneth Rose,Designer graphic,VENEZUELA,26/08/2019,07/07/2021,07/07/2021,50.0,Fin de contrato temporal,Mujer,20/11/1998,andrewssonya@example.net,401.0
32,LA RIOJA,981420,Phillip Jackson,Designer graphic,ESPAÑA,04/10/2019,03/01/2020,03/01/2020,62.5,Fin de contrato temporal,Mujer,20/04/1995,antoniofrederick@example.net,501.0
32,LA RIOJA,981420,Phillip Jackson,Designer graphic,ESPAÑA,13/05/2021,00/00/0000,00/00/0000,75.0,,Mujer,20/04/1995,antoniofrederick@example.net,289.0
32,LA RIOJA,984408,Allison Smith,Designer graphic,ESPAÑA,02/08/2021,09/08/2021,01/11/2021,50.0,Baja voluntaria del trabajad,Mujer,30/10/1998,angela04@example.com,501.0
32,LA RIOJA,984558,Jenny Bolton,Designer graphic,ESPAÑA,16/08/2021,15/11/2021,15/11/2021,62.5,Fin de contrato temporal,Mujer,28/03/1996,sheltoncaitlin@example.org,501.0
32,LA RIOJA,984694,Kevin Wilson,Designer graphic,ESPAÑA,01/09/2021,18/09/2021,30/09/2021,40.0,Cese en período de prueba a,Mujer,25/01/2001,tjohnson@example.net,501.0
32,LA RIOJA,985347,Rebecca Holmes,Designer graphic,ESPAÑA,29/11/2021,10/01/2022,10/01/2022,65.0,Fin de contrato temporal,Hombre,11/04/2001,jenniferquinn@example.net,502.0
32,LA RIOJA,985348,Bridget Munoz,Designer graphic,ESPAÑA,29/11/2021,10/01/2022,10/01/2022,60.0,Fin de contrato temporal,Mujer,29/04/1997,larsonbonnie@example.net,501.0
32,LA RIOJA,985954,Ashley Lamb,Designer graphic,ESPAÑA,01/03/2022,31/05/2022,31/05/2022,30.0,Fin de contrato temporal,Mujer,03/11/2000,donald62@example.org,501.0
32,LA RIOJA,986460,Christina Brown,Designer graphic,ESPAÑA,09/05/2022,18/06/2022,00/00/0000,57.5,Cese en período de prueba a,Mujer,01/02/2002,rholden@example.org,200.0
32,LA RIOJA,986776,Ryan Patterson,Designer graphic,ESPAÑA,15/06/2022,00/00/0000,00/00/0000,92.5,,Mujer,06/12/2000,rharrison@example.net,200.0
32,LA RIOJA,987450,Dr. Joyce Fernandez,Designer graphic,REPÚBLICA DE MOLDAVIA,11/08/2022,19/11/2022,00/00/0000,50.0,Cese en período de prueba a,Mujer,18/12/2000,ljones@example.com,200.0
32,LA RIOJA,988181,Kristina Hubbard,Designer graphic,ESPAÑA,18/11/2022,14/01/2023,00/00/0000,40.0,Cese en período de prueba a,Mujer,26/01/2000,jennifer90@example.com,200.0
32,LA RIOJA,988213,Mark Jones,Designer graphic,PERÚ,21/11/2022,21/12/2022,00/00/0000,75.0,Baja voluntaria del trabajad,Mujer,29/07/1994,jbanks@example.com,200.0
32,LA RIOJA,988217,Emily Archer,Designer graphic,ESPAÑA,21/11/2022,28/01/2023,00/00/0000,57.5,Cese en período de prueba a,Mujer,11/03/2002,hansenshelby@example.org,200.0
32,LA RIOJA,989219,Crystal Gonzalez,Designer graphic,ESPAÑA,11/04/2023,00/00/0000,00/00/0000,75.0,,Mujer,05/04/2001,josephjohnson@example.net,200.0
32,LA RIOJA,989676,Crystal Casey MD,Designer graphic,ESPAÑA,12/06/2023,31/07/2023,00/00/0000,40.0,Baja voluntaria de la person,Mujer,18/08/2004,qmcclure@example.org,200.0
32,LA RIOJA,989879,Brian Brady,Designer graphic,ESPAÑA,03/07/2023,31/08/2023,00/00/0000,70.0,Baja voluntaria de la person,Mujer,30/01/2001,blairrichard@example.com,200.0
32,LA RIOJA,990209,Paul Greer,Designer graphic,VENEZUELA,01/08/2023,00/00/0000,00/00/0000,72.5,,Mujer,29/04/1998,hfoley@example.org,200.0
32,LA RIOJA,990210,Rhonda Jackson,Designer graphic,ARGENTINA,01/08/2023,14/08/2023,00/00/0000,60.0,Baja voluntaria de la person,Mujer,25/08/1996,ricky52@example.com,200.0
32,LA RIOJA,990489,Shari Sexton,Designer graphic,ESPAÑA,28/08/2023,02/09/2023,00/00/0000,50.0,Cese en período de prueba a,Hombre,23/09/1997,santiagojohn@example.com,200.0
32,LA RIOJA,990580,Diana Brown,Designer graphic,ESPAÑA,06/09/2023,00/00/0000,00/00/0000,37.5,,Hombre,13/04/2004,jonathanwalker@example.com,200.0
32,LA RIOJA,990621,Meghan Black,Designer graphic,ESPAÑA,11/09/2023,00/00/0000,00/00/0000,37.5,,Mujer,04/03/1991,thomasbrown@example.org,200.0
33,MADRID,390017,Jessica Wiley,Designer graphic,ESPAÑA,20/06/2015,18/03/2019,00/00/0000,,Baja voluntaria del trabajad,Mujer,03/10/1991,,109.0
33,MADRID,390097,Christopher Jimenez PhD,Designer graphic,ESPAÑA,21/09/2018,09/11/2018,20/03/2019,55.0,Baja voluntaria del trabajad,Mujer,12/01/1984,,502.0
33,MADRID,390104,Lynn Carlson,Designer graphic,ESPAÑA,14/06/2018,22/02/2019,07/06/2019,95.0,Despido del trabajador,Mujer,02/08/1993,,501.0
33,MADRID,980048,Robert Sweeney,Designer graphic,ESPAÑA,13/11/2018,13/07/2021,00/00/0000,77.5,Despido del trabajador,Mujer,12/05/1990,qmiles@example.net,289.0
33,MADRID,980062,James Chapman,Designer graphic,PORTUGAL,06/11/2018,13/12/2018,06/05/2019,62.5,,Mujer,18/08/2000,,502.0
33,MADRID,980301,James White,Designer graphic,ESPAÑA,15/01/2019,10/03/2019,14/04/2019,60.0,Baja voluntaria del trabajad,Mujer,16/10/1999,,502.0
33,MADRID,980403,Amy Crawford,Designer graphic,ESPAÑA,22/02/2019,21/08/2019,21/08/2019,95.0,Fin de contrato temporal,Mujer,07/10/1997,,502.0
33,MADRID,980444,Justin Shelton,Designer graphic,ESPAÑA,06/03/2019,20/03/2019,05/06/2019,60.0,Cese en período de prueba a,Mujer,21/04/1981,,502.0
33,MADRID,980998,Michelle Vance,Designer graphic,ESPAÑA,16/07/2019,23/08/2019,02/09/2019,60.0,Despido del trabajador,Mujer,04/08/1998,kendrajohnson@example.net,502.0
33,MADRID,981096,Eileen Harris,Designer graphic,VENEZUELA,02/08/2019,17/12/2022,00/00/0000,95.0,Baja voluntaria del trabajad,Mujer,17/10/1994,lowens@example.org,289.0
33,MADRID,980403,Amy Crawford,Designer graphic,ESPAÑA,22/08/2019,19/12/2021,00/00/0000,95.0,Baja voluntaria del trabajad,Mujer,07/10/1997,michelle81@example.org,289.0
33,MADRID,981534,Michael Henson,Designer graphic,ARGENTINA,30/10/2019,10/11/2019,10/11/2019,90.0,Fin de contrato temporal,Mujer,08/02/1994,sarah36@example.net,502.0
33,MADRID,77,Vanessa Scott,Designer graphic,ESPAÑA,01/10/2020,07/11/2020,07/11/2020,90.0,Fin de contrato temporal,Mujer,07/04/1997,,501.0
33,MADRID,983031,Joseph Arellano,Designer graphic,ESPAÑA,09/12/2020,31/01/2021,31/01/2021,82.5,Fin de contrato temporal,Mujer,14/06/1999,kathryn26@example.org,501.0
33,MADRID,390032,Bailey Calderon,Designer graphic,VENEZUELA,19/01/2021,09/02/2021,00/00/0000,80.0,Fin de contrato temporal,Mujer,18/03/1996,tatecurtis@example.com,510.0
33,MADRID,983031,Joseph Arellano,Designer graphic,ESPAÑA,01/02/2021,09/02/2021,00/00/0000,,Fin de contrato temporal,Mujer,14/06/1999,kathryn26@example.org,410.0
33,MADRID,983031,Joseph Arellano,Designer graphic,ESPAÑA,10/02/2021,31/07/2023,00/00/0000,95.0,Baja voluntaria de la person,Mujer,14/06/1999,kathryn26@example.org,189.0
33,MADRID,984108,Mark Duncan,Designer graphic,VENEZUELA,06/07/2021,21/01/2022,05/02/2022,75.0,Baja voluntaria de la person,Mujer,20/02/2000,fswanson@example.net,502.0
33,MADRID,984248,Anthony Ford,Designer graphic,VENEZUELA,14/07/2021,13/08/2021,13/01/2022,87.5,Cese en período de prueba a,Mujer,27/08/1998,lauren46@example.com,502.0
33,MADRID,985591,Joshua Roberts,Designer graphic,VENEZUELA,06/12/2021,09/01/2022,09/01/2022,,Fin de contrato temporal,Mujer,05/09/1995,margarethernandez@example.com,402.0
33,MADRID,985677,Andrew Cook,Designer graphic,ESPAÑA,17/12/2021,31/01/2022,31/01/2022,80.0,Fin de contrato temporal,Mujer,24/09/2002,tiffany84@example.net,502.0
33,MADRID,986153,Hector Taylor,Designer graphic,ESPAÑA,01/04/2022,02/05/2022,02/05/2022,65.0,Fin de contrato temporal,Mujer,23/03/1998,christopher32@example.net,502.0
33,MADRID,986294,Laurie Thompson,Designer graphic,ESPAÑA,25/04/2022,20/05/2022,00/00/0000,37.5,Baja voluntaria del trabajad,Hombre,11/08/1997,moralesdaniel@example.com,200.0
33,MADRID,986704,Nathan Brown,Designer graphic,ESPAÑA,06/06/2022,24/06/2022,00/00/0000,77.5,Baja voluntaria del trabajad,Mujer,14/06/1996,twashington@example.net,200.0
33,MADRID,986886,Mr. Joshua Garcia,Designer graphic,ESPAÑA,25/06/2022,00/00/0000,00/00/0000,95.0,,Mujer,19/02/1995,isilva@example.org,200.0
33,MADRID,988560,Erin Jones,Designer graphic,ESPAÑA,12/12/2022,10/01/2023,10/01/2023,55.0,Cese en período de prueba a,Mujer,04/09/2005,christophersmith@example.com,200.0
33,MADRID,985677,Andrew Cook,Designer graphic,ESPAÑA,16/12/2022,07/06/2023,00/00/0000,67.5,Baja voluntaria de la person,Mujer,24/09/2002,tiffany84@example.net,200.0
33,MADRID,989381,Albert Bell,Designer graphic,ITALIA,05/05/2023,00/00/0000,00/00/0000,90.0,,Mujer,08/04/2003,qgoodwin@example.net,200.0
33,MADRID,984108,Mark Duncan,Designer graphic,VENEZUELA,09/06/2023,00/00/0000,00/00/0000,92.5,,Mujer,20/02/2000,fswanson@example.net,200.0
33,MADRID,990144,James Bell,Designer graphic,ESPAÑA,26/07/2023,00/00/0000,00/00/0000,60.0,,Mujer,25/04/2001,mhanna@example.com,200.0
34,A CORUÑA,410004,Michele Graham,Designer multimedia,ESPAÑA,31/05/2017,31/12/2022,00/00/0000,25.0,Baja voluntaria del trabajad,Mujer,11/06/1996,scottandrew@example.net,100.0
34,A CORUÑA,410012,Lee Harris,Designer graphic,ESPAÑA,21/08/2018,02/07/2022,00/00/0000,85.0,Baja voluntaria del trabajad,Mujer,15/03/1994,hoovernicholas@example.com,289.0
34,A CORUÑA,410022,Paul Olson,Designer graphic,ESPAÑA,13/09/2018,02/07/2023,00/00/0000,70.0,Excedencia.,Mujer,18/03/2000,lewisjoshua@example.com,289.0
34,A CORUÑA,640014,Taylor Robertson,Designer graphic,ESPAÑA,16/09/2016,05/06/2018,00/00/0000,,,Mujer,10/10/1992,,189.0
34,A CORUÑA,981777,Chad Brock,Designer graphic,ESPAÑA,08/12/2019,04/06/2022,00/00/0000,27.5,Baja voluntaria del trabajad,Mujer,31/08/1999,jeffreykennedy@example.net,289.0
34,A CORUÑA,982042,Stephanie Moran,Designer graphic,ESPAÑA,18/12/2019,01/02/2020,01/02/2020,37.5,Fin de contrato temporal,Mujer,01/10/1995,samantha04@example.net,502.0
34,A CORUÑA,982042,Stephanie Moran,Designer graphic,ESPAÑA,06/07/2020,00/00/0000,00/00/0000,75.0,,Mujer,01/10/1995,samantha04@example.net,289.0
34,A CORUÑA,984472,James Stanton,Designer graphic,ESPAÑA,09/08/2021,08/10/2021,08/10/2021,30.0,Fin de contrato temporal,Hombre,17/07/2000,uwilliams@example.net,502.0
34,A CORUÑA,984848,Mary Sullivan,Designer graphic,ESPAÑA,04/10/2021,00/00/0000,00/00/0000,87.5,,Mujer,27/12/1999,tyler40@example.org,289.0
34,A CORUÑA,984472,James Stanton,Designer graphic,ESPAÑA,03/01/2022,23/01/2022,02/02/2022,50.0,Cese en período de prueba a,Hombre,17/07/2000,uwilliams@example.net,502.0
34,A CORUÑA,986957,Kendra Johnson,Designer graphic,ESPAÑA,04/07/2022,00/00/0000,00/00/0000,87.5,,Mujer,31/03/1995,tgonzales@example.org,200.0
34,A CORUÑA,410012,Lee Harris,Designer graphic,ESPAÑA,01/12/2022,15/01/2023,15/01/2023,25.0,Despido del trabajador,Mujer,15/03/1994,hoovernicholas@example.com,200.0
34,A CORUÑA,989171,Luis Peters,Designer graphic,ESPAÑA,10/04/2023,07/06/2023,00/00/0000,25.0,Cese en período de prueba a,Mujer,22/05/2002,theresamadden@example.com,200.0
34,A CORUÑA,989609,Michele Petersen,Designer graphic,ESPAÑA,05/06/2023,00/00/0000,00/00/0000,50.0,,Mujer,25/02/2000,michael91@example.net,200.0
34,A CORUÑA,990061,Douglas Reid,Designer graphic,ESPAÑA,17/07/2023,00/00/0000,00/00/0000,60.0,,Mujer,04/05/2003,pguzman@example.net,200.0
34,A CORUÑA,990157,Steven Acevedo,Designer graphic,ESPAÑA,27/07/2023,00/00/0000,00/00/0000,50.0,,Mujer,28/02/2005,breyes@example.com,200.0
34,A CORUÑA,990194,James Ruiz,Designer graphic,ESPAÑA,01/08/2023,00/00/0000,00/00/0000,50.0,,Mujer,09/05/2000,christinealvarez@example.net,200.0
34,A CORUÑA,990303,Robert West,Designer graphic,ESPAÑA,07/08/2023,03/09/2023,00/00/0000,25.0,Baja voluntaria de la person,Mujer,10/01/2000,adamsjessica@example.org,200.0
34,A CORUÑA,990571,Lisa Anderson,Designer graphic,ESPAÑA,05/09/2023,00/00/0000,00/00/0000,25.0,,Mujer,26/07/2001,brandon43@example.org,200.0
35,VALENCIA,980174,Robert Daniels,Designer graphic,ESPAÑA,03/12/2018,13/01/2019,13/01/2019,50.0,Fin de contrato temporal,Mujer,01/10/1993,,501.0
35,VALENCIA,980177,Kevin White,Designer graphic,ESPAÑA,03/12/2018,13/01/2019,13/01/2019,50.0,Fin de contrato temporal,Mujer,25/03/1995,,501.0
35,VALENCIA,980524,Tim Clark,Designer graphic,VENEZUELA,26/03/2019,09/11/2021,00/00/0000,85.0,Excedencia,Mujer,26/08/1990,austin90@example.net,289.0
35,VALENCIA,980155,Pamela Vazquez,Designer graphic,ESPAÑA,25/06/2019,30/09/2019,30/09/2019,70.0,Fin de contrato temporal,Mujer,21/11/1997,jacobbishop@example.org,501.0
35,VALENCIA,980404,Craig Cooper,Designer graphic,ESPAÑA,25/06/2019,31/12/2019,31/12/2019,90.0,Fin de contrato temporal,Mujer,17/06/1992,ublack@example.org,501.0
35,VALENCIA,981078,Michele Patterson,Designer graphic,ESPAÑA,01/08/2019,31/10/2019,31/10/2019,75.0,Fin de contrato temporal,Mujer,18/06/1993,,501.0
35,VALENCIA,981512,Brittney Rivera,Designer graphic,VENEZUELA,24/10/2019,17/03/2022,00/00/0000,90.0,Baja voluntaria del trabajad,Mujer,06/05/1989,fgriffin@example.com,289.0
35,VALENCIA,981755,David Carrillo,Designer graphic,VENEZUELA,27/11/2019,20/01/2020,20/01/2020,,Fin de contrato temporal,Mujer,21/12/1996,matthewvelasquez@example.com,401.0
35,VALENCIA,981756,Kimberly Hall,Designer graphic,ESPAÑA,27/11/2019,09/12/2019,20/01/2020,65.0,Baja voluntaria del trabajad,Mujer,14/08/1996,richardluis@example.com,501.0
35,VALENCIA,980155,Pamela Vazquez,Designer graphic,ESPAÑA,05/12/2019,20/01/2020,20/01/2020,95.0,Fin de contrato temporal,Mujer,21/11/1997,jacobbishop@example.org,401.0
35,VALENCIA,982519,Jessica Wade,Designer graphic,ESPAÑA,27/07/2020,26/09/2020,26/09/2020,67.5,Fin de contrato temporal,Mujer,02/09/1992,edwardsemily@example.net,501.0
35,VALENCIA,982520,Joseph Thompson,Designer graphic,ESPAÑA,27/07/2020,26/10/2020,26/10/2020,87.5,Fin de contrato temporal,Mujer,25/04/1997,andreacross@example.net,501.0
35,VALENCIA,982789,Cassandra Elliott,Designer graphic,ESPAÑA,03/10/2020,16/10/2020,16/10/2020,72.5,Fin de contrato temporal,Mujer,14/03/1986,zsmith@example.org,510.0
35,VALENCIA,982520,Joseph Thompson,Designer graphic,ESPAÑA,27/11/2020,30/11/2020,31/12/2099,47.5,Fin de contrato temporal,Mujer,25/04/1997,andreacross@example.net,510.0
35,VALENCIA,982520,Joseph Thompson,Designer graphic,ESPAÑA,01/12/2020,06/12/2020,06/12/2020,60.0,Fin de contrato temporal,Mujer,25/04/1997,andreacross@example.net,510.0
35,VALENCIA,983108,Molly Mclaughlin,Designer graphic,ESPAÑA,15/12/2020,31/01/2021,31/01/2021,30.0,Fin de contrato temporal,Mujer,21/01/1998,jkane@example.net,501.0
35,VALENCIA,983113,Amber Dickson,Designer graphic,VENEZUELA,15/12/2020,10/01/2021,10/01/2021,,Fin de contrato temporal,Mujer,13/06/1983,michaelturner@example.com,401.0
35,VALENCIA,983375,Jason Carlson,Designer graphic,ESPAÑA,25/02/2021,20/05/2023,00/00/0000,80.0,Baja voluntaria de la person,Mujer,12/05/1992,zjones@example.com,189.0
35,VALENCIA,983381,Emily Spencer DDS,Designer graphic,ESPAÑA,25/02/2021,02/03/2021,24/05/2021,50.0,Baja voluntaria del trabajad,Mujer,23/07/1992,matthew09@example.net,501.0
35,VALENCIA,983108,Molly Mclaughlin,Designer graphic,ESPAÑA,13/04/2021,00/00/0000,00/00/0000,95.0,,Mujer,21/01/1998,jkane@example.net,289.0
35,VALENCIA,983604,Justin Cameron,Designer graphic,ESPAÑA,15/04/2021,14/10/2021,14/10/2021,65.0,Fin de contrato temporal,Mujer,20/10/1991,sarahmills@example.net,502.0
35,VALENCIA,984156,Jack Green,Designer graphic,ESPAÑA,08/07/2021,07/09/2021,07/09/2021,77.5,Cese en período de prueba a,Mujer,14/09/2001,gutierrezjacob@example.net,502.0
