id_place,id_empleado,id_contrato,provincia,nombre,puesto,nacionalidad,fecha_in,fecha_out,fecha_end,jornada,motivo_baja,genero,fecha_nacimiento,email,nombre_contrato,work_place,supervisor,jefe,estado,edad,dias_empresa,años_empresa,tramo_empresa,tramo_edad,horas_contrato
800,280053.0,189,CACERES,David Daniel,Chief of Staff,ESPAÑA,2016-05-28,2022-09-11,2023-09-17,100.0,Otros,Hombre,1985-12-26,gallowaysara@empresa.net,INDEFINIDO,,,,Salida,38.0,2629,7.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280054.0,100,CACERES,Shawn Hardin MD,Engineering geologist,ESPAÑA,2018-11-02,2023-09-17,2023-09-17,100.0,Otros,Hombre,1975-01-01,shieldsshannon@empresa.org,INDEFINIDO,,,,Activo,49.0,1755,5.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280055.0,189,CACERES,Julie Schroeder,Equities trader,ESPAÑA,2018-07-24,2023-09-17,2023-09-17,100.0,Otros,Hombre,1994-08-17,richard38@empresa.com,INDEFINIDO,,,,Activo,29.0,1853,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280056.0,401,CACERES,Lydia Heath,Civil Service administrator,ESPAÑA,2018-10-29,2018-12-03,2019-04-28,100.0,Otros,Hombre,1966-08-06,kathleen63@empresa.net,CONTRATO TEMPORAL,,,,Salida,57.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
54,280057.0,289,CACERES,Joshua Green MD,Designer graphic,ESPAÑA,2017-12-15,2023-09-17,2023-09-17,75.0,Otros,Mujer,1993-08-31,randyburke@example.com,INDEFINIDO,Kleinchester,Tiffany Frank,Catherine Walker MD,Activo,30.0,2072,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280058.0,189,CACERES,Jacob Brooks,Financial planner,ESPAÑA,2018-11-05,2023-09-17,2023-09-17,100.0,Otros,Hombre,1985-11-08,brownleslie@empresa.com,INDEFINIDO,,,,Activo,38.0,1752,5.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280059.0,401,CACERES,Eric Jackson,Designer blown glass/stained glass,ESPAÑA,2018-11-05,2019-05-22,2019-11-04,100.0,Baja voluntaria del trabajador,Hombre,1990-01-30,carlos93@empresa.com,CONTRATO TEMPORAL,,,,Salida,34.0,359,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280061.0,401,CACERES,Karen Hernandez,Geographical information systems officer,ESPAÑA,2019-01-24,2019-01-25,2023-09-17,100.0,Otros,Hombre,1981-02-26,zsanchez@empresa.org,CONTRATO TEMPORAL,,,,Salida,43.0,1673,5.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280062.0,401,CACERES,Natalie Maxwell,Equities trader,ESPAÑA,2019-01-14,2021-02-15,2022-03-10,100.0,Baja voluntaria del trabajador,Hombre,1996-08-27,patricia51@empresa.net,CONTRATO TEMPORAL,,,,Salida,27.0,1136,3.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280063.0,401,CACERES,Christopher Bailey,Equities trader,ESPAÑA,2019-01-14,2019-02-16,2023-09-17,100.0,Otros,Mujer,1997-09-07,guerreromanuel@empresa.com,CONTRATO TEMPORAL,,,,Salida,26.0,1683,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
800,280064.0,130,CACERES,Jennifer Johnson,Equities trader,ESPAÑA,2012-08-09,2012-08-09,2023-09-17,81.25,Baja voluntaria del trabajador,Hombre,1986-02-03,phillip19@example.net,INDEFINIDO,,,,Salida,38.0,3998,11.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
54,280067.0,501,CACERES,Bryan Campbell,Designer graphic,ESPAÑA,2019-05-21,2021-03-25,2021-03-25,75.0,Otros,Mujer,1991-05-27,andrewburns@example.com,CONTRATO TEMPORAL,Kleinchester,Tiffany Frank,Catherine Walker MD,Salida,32.0,664,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
24,300001.0,289,SALAMANCA,Cindy Reyes,Designer graphic,ESPAÑA,2016-05-31,2023-09-17,2023-09-17,92.31,Otros,Mujer,1993-10-11,sylviastein@example.com,INDEFINIDO,South Briannaport,Tiffany Frank,Catherine Walker MD,Activo,30.0,2626,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
24,300002.0,189,SALAMANCA,Amanda Silva,Special effects artist,ESPAÑA,2016-05-07,2019-11-07,2023-09-17,100.0,Otros,Mujer,1992-09-10,,INDEFINIDO,South Briannaport,Tiffany Frank,Catherine Walker MD,Salida,31.0,2650,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
24,300003.0,401,SALAMANCA,Michael Esparza,Designer graphic,ESPAÑA,2017-05-02,2019-02-01,2019-02-01,100.0,Otros,Mujer,1995-01-25,,CONTRATO TEMPORAL,South Briannaport,Tiffany Frank,Catherine Walker MD,Salida,29.0,629,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
57,300004.0,189,SALAMANCA,Jennifer Thompson,Special effects artist,ESPAÑA,2017-05-04,2021-04-16,2023-09-17,100.0,Otros,Mujer,1991-06-18,franklinluke@example.com,INDEFINIDO,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Salida,32.0,2293,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
57,300005.0,189,SALAMANCA,Marissa Marshall,Special effects artist,ESPAÑA,2017-04-15,2023-09-17,2023-09-17,100.0,Otros,Mujer,1993-09-26,wesley75@example.com,INDEFINIDO,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Activo,30.0,2312,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
57,300006.0,289,SALAMANCA,Ronald Phelps,Designer graphic,ESPAÑA,2016-05-07,2023-09-17,2023-09-17,87.17,Otros,Mujer,1991-03-09,bakerjames@example.net,INDEFINIDO,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Activo,33.0,2650,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
57,300007.0,501,SALAMANCA,Brian Molina,Designer graphic,ESPAÑA,2018-06-29,2020-02-01,2020-08-06,90.0,Otros,Mujer,1994-04-09,,CONTRATO TEMPORAL,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Salida,29.0,758,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
195,300008.0,200,BARCELONA,Danielle Espinoza,Designer graphic,VENEZUELA,2022-09-05,2023-05-06,2023-09-17,62.5,Baja voluntaria del trabajador,Mujer,1990-12-27,joshua97@example.com,INDEFINIDO,Jeffreyside,Darren Clark,James Moran,Salida,33.0,372,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
24,300009.0,289,SALAMANCA,Dustin Leach,Designer graphic,ESPAÑA,2017-09-04,2020-06-06,2023-09-17,90.0,Baja voluntaria del trabajador,Mujer,1994-02-14,ronaldadams@example.net,INDEFINIDO,South Briannaport,Tiffany Frank,Catherine Walker MD,Salida,30.0,2173,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
24,300010.0,501,SALAMANCA,Robert Tucker,Designer graphic,ESPAÑA,2018-01-18,2019-01-17,2019-01-17,50.0,Otros,Mujer,1994-08-06,,CONTRATO TEMPORAL,South Briannaport,Tiffany Frank,Catherine Walker MD,Salida,29.0,359,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
57,300011.0,501,SALAMANCA,Sara Stuart,Designer graphic,ESPAÑA,2018-03-26,2018-12-25,2018-12-25,50.0,Otros,Mujer,1994-04-26,,CONTRATO TEMPORAL,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Salida,29.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
57,300013.0,501,SALAMANCA,Crystal Carlson,Designer graphic,ESPAÑA,2018-10-01,2018-10-08,2018-12-31,35.0,Otros,Mujer,1996-09-27,,CONTRATO TEMPORAL,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
24,300014.0,501,SALAMANCA,Clarence Powell,Designer graphic,ESPAÑA,2018-06-09,2018-10-31,2018-10-31,50.0,Otros,Mujer,1991-11-27,,CONTRATO TEMPORAL,South Briannaport,Tiffany Frank,Catherine Walker MD,Salida,32.0,141,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
808,330001.0,189,PONTEVEDRA,Sarah Rosales,Geophysicist/field seismologist,ESPAÑA,2016-06-14,2023-09-17,2023-09-17,100.0,Otros,Mujer,1992-04-15,tylerlee@empresa.net,INDEFINIDO,,,,Activo,31.0,2613,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330002.0,200,PONTEVEDRA,Sara Miller,Designer graphic,ESPAÑA,2019-06-03,2022-06-28,2023-09-17,60.0,Baja voluntaria del trabajador,Mujer,1988-12-15,kaylee59@example.com,INDEFINIDO,Willieview,Bailey Davis,Catherine Walker MD,Salida,35.0,1544,4.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 20 A 30 HORAS
78,330003.0,189,PONTEVEDRA,Amanda Hunt,Special effects artist,ESPAÑA,2018-05-02,2023-09-17,2023-09-17,100.0,Otros,Mujer,1996-02-23,davidortiz@example.net,INDEFINIDO,East Joy,Bailey Davis,Catherine Walker MD,Activo,28.0,1935,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
198,330004.0,189,PONTEVEDRA,Jeanne Wagner,Special effects artist,ESPAÑA,2018-04-06,2023-09-17,2023-09-17,100.0,Otros,Mujer,1992-04-15,beckermichael@empresa.org,INDEFINIDO,Mitchellfort,Bailey Davis,Catherine Walker MD,Activo,31.0,1961,5.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330005.0,289,PONTEVEDRA,Tiffany White,Designer graphic,ESPAÑA,2018-06-25,2021-09-01,2023-09-17,90.0,Otros,Mujer,1994-07-17,reidsandra@example.com,INDEFINIDO,Willieview,Bailey Davis,Catherine Walker MD,Salida,29.0,1882,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330006.0,502,PONTEVEDRA,Joshua Welch MD,Designer graphic,ESPAÑA,2020-10-16,2021-04-30,2021-12-03,20.0,Baja voluntaria del trabajador,Mujer,1994-02-26,anthonyfox@example.com,CONTRATO TEMPORAL,Willieview,Bailey Davis,Catherine Walker MD,Salida,30.0,407,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
259,330007.0,100,PONTEVEDRA,Richard Pham,Theatre manager,ESPAÑA,2022-08-17,2023-09-17,2023-09-17,100.0,Otros,Mujer,1997-03-14,daniel69@example.org,INDEFINIDO,North Davidstad,Bailey Davis,Catherine Walker MD,Activo,27.0,390,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330008.0,401,PONTEVEDRA,Jeanette James,Holiday representative,ESPAÑA,2017-07-21,2019-01-20,2023-09-17,75.0,Otros,Mujer,1994-02-24,,CONTRATO TEMPORAL,Willieview,Bailey Davis,Catherine Walker MD,Salida,30.0,2216,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330009.0,501,PONTEVEDRA,Tyler Dawson,Designer graphic,ESPAÑA,2019-04-22,2019-10-06,2019-10-21,75.0,Baja voluntaria del trabajador,Mujer,1995-10-03,,CONTRATO TEMPORAL,Willieview,Bailey Davis,Catherine Walker MD,Salida,28.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330010.0,501,PONTEVEDRA,Ashley Miller,Designer graphic,ESPAÑA,2018-09-12,2018-12-11,2018-12-11,75.0,Otros,Mujer,1990-04-11,,CONTRATO TEMPORAL,,,,Salida,33.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330011.0,501,PONTEVEDRA,Ethan Walter,Designer graphic,ESPAÑA,2018-09-04,2019-02-23,2019-03-03,70.0,Baja voluntaria del trabajador,Mujer,1992-09-23,,CONTRATO TEMPORAL,,,,Salida,31.0,179,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
78,330013.0,289,PONTEVEDRA,Dawn Ramos,Designer graphic,ESPAÑA,2018-09-17,2021-07-06,2023-09-17,90.0,Otros,Mujer,1991-02-13,annaparker@example.org,INDEFINIDO,East Joy,Bailey Davis,Catherine Walker MD,Salida,33.0,1800,5.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
78,330014.0,289,PONTEVEDRA,Corey Morris,Designer graphic,ESPAÑA,2018-09-17,2021-07-06,2023-09-17,75.0,Otros,Mujer,1995-04-25,cynthiagraves@example.net,INDEFINIDO,East Joy,Bailey Davis,Catherine Walker MD,Salida,28.0,1800,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
78,330015.0,289,PONTEVEDRA,Tyrone Wood,Designer graphic,ESPAÑA,2018-09-19,2021-06-22,2023-09-17,90.0,Otros,Mujer,1994-03-05,whitejames@example.com,INDEFINIDO,East Joy,Bailey Davis,Catherine Walker MD,Salida,30.0,1798,5.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
65,330016.0,501,PONTEVEDRA,Anne Harrell,Wellsite geologist,ESPAÑA,2018-09-17,2018-12-16,2018-12-16,90.0,Otros,Mujer,1997-07-23,,CONTRATO TEMPORAL,Willieview,Bailey Davis,Catherine Walker MD,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
78,330017.0,401,PONTEVEDRA,Rachel Turner,Designer graphic,ESPAÑA,2018-09-17,2018-12-09,2018-12-16,70.0,Otros,Mujer,1994-04-20,,CONTRATO TEMPORAL,East Joy,Bailey Davis,Catherine Walker MD,Salida,29.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
65,330018.0,501,PONTEVEDRA,Amber Matthews,Designer graphic,ESPAÑA,2018-09-28,2019-02-27,2019-02-27,90.0,Otros,Mujer,1999-12-06,,CONTRATO TEMPORAL,Willieview,Bailey Davis,Catherine Walker MD,Salida,24.0,149,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330020.0,501,PONTEVEDRA,Kristin Johnson,Designer graphic,ESPAÑA,2018-10-17,2018-10-20,2019-01-16,90.0,Baja voluntaria del trabajador,Mujer,1992-11-13,,CONTRATO TEMPORAL,,,,Salida,31.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330024.0,501,PONTEVEDRA,Jose White,Holiday representative,ESPAÑA,2018-09-04,2018-09-19,2018-12-03,60.0,Otros,Mujer,1996-07-19,,CONTRATO TEMPORAL,,,,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
27,330025.0,501,PONTEVEDRA,Amy Delgado,Holiday representative,ESPAÑA,2018-07-09,2018-09-30,2018-10-08,70.0,Otros,Mujer,1994-10-26,,CONTRATO TEMPORAL,,,,Salida,29.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
27,330027.0,189,PONTEVEDRA,Olivia Mccullough,Holiday representative,ESPAÑA,2016-11-05,2018-06-04,2023-09-17,100.0,Otros,Mujer,1989-01-09,,INDEFINIDO,,,,Salida,35.0,2472,7.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330028.0,401,PONTEVEDRA,Brendan Austin,Holiday representative,ESPAÑA,2017-09-06,2018-06-05,2018-06-05,100.0,Otros,Mujer,1993-05-20,,CONTRATO TEMPORAL,,,,Salida,30.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330029.0,401,PONTEVEDRA,Joshua Powell,Holiday representative,ESPAÑA,2017-09-06,2018-06-05,2018-06-05,100.0,Otros,Mujer,1996-07-27,,CONTRATO TEMPORAL,,,,Salida,27.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330030.0,501,PONTEVEDRA,Christina Ramirez,Holiday representative,ESPAÑA,2017-06-28,2018-06-27,2018-06-27,52.5,Otros,Mujer,1993-09-09,,CONTRATO TEMPORAL,,,,Salida,30.0,359,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
27,330031.0,501,PONTEVEDRA,Eric Allen,Holiday representative,ESPAÑA,2018-06-04,2018-06-09,2018-09-03,75.0,Otros,Mujer,1996-09-25,,CONTRATO TEMPORAL,,,,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330032.0,401,PONTEVEDRA,Paige Cannon,Holiday representative,ESPAÑA,2017-11-01,2018-05-31,2018-07-31,100.0,Otros,Mujer,1994-04-11,,CONTRATO TEMPORAL,,,,Salida,29.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330033.0,501,PONTEVEDRA,Charles Cobb,Holiday representative,ESPAÑA,2018-02-12,2018-05-11,2018-05-11,50.0,Otros,Mujer,1994-11-12,,CONTRATO TEMPORAL,,,,Salida,29.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
27,330034.0,501,PONTEVEDRA,Jonathan Simmons,Holiday representative,ESPAÑA,2018-05-14,2018-05-31,2018-08-13,75.0,Otros,Mujer,1992-10-01,,CONTRATO TEMPORAL,,,,Salida,31.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330035.0,401,PONTEVEDRA,Jordan Foster,Holiday representative,ESPAÑA,2018-03-27,2018-04-02,2018-04-26,100.0,Otros,Mujer,1991-06-21,,CONTRATO TEMPORAL,,,,Salida,32.0,29,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330036.0,401,PONTEVEDRA,Derek Mitchell,Holiday representative,ESPAÑA,2018-01-10,2018-03-26,2018-03-26,52.5,Otros,Mujer,1998-02-20,,CONTRATO TEMPORAL,,,,Salida,26.0,75,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
27,330037.0,401,PONTEVEDRA,Linda Perkins,Holiday representative,ESPAÑA,2018-01-26,2018-03-31,2018-04-25,100.0,Otros,Mujer,1993-12-18,,CONTRATO TEMPORAL,,,,Salida,30.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330038.0,401,PONTEVEDRA,Parker Ray,Holiday representative,ESPAÑA,2018-02-02,2018-02-03,2023-09-17,100.0,Otros,Mujer,1990-10-18,,CONTRATO TEMPORAL,,,,Salida,33.0,2025,6.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330039.0,401,PONTEVEDRA,Zachary Greene,Holiday representative,ESPAÑA,2017-08-05,2018-02-04,2018-02-04,100.0,Otros,Mujer,1996-06-10,,CONTRATO TEMPORAL,,,,Salida,27.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330040.0,401,PONTEVEDRA,Tara Baker,Holiday representative,ESPAÑA,2018-01-11,2018-02-28,2018-04-10,100.0,Otros,Mujer,1992-05-25,,CONTRATO TEMPORAL,,,,Salida,31.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330041.0,401,PONTEVEDRA,Katrina Snow,Holiday representative,ESPAÑA,2017-07-29,2018-01-09,2018-01-28,100.0,Otros,Mujer,1996-04-09,,CONTRATO TEMPORAL,,,,Salida,27.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330042.0,401,PONTEVEDRA,Anne Stark,Holiday representative,ESPAÑA,2017-12-22,2018-01-10,2018-01-10,100.0,Otros,Mujer,1996-09-22,,CONTRATO TEMPORAL,,,,Salida,27.0,18,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330043.0,401,PONTEVEDRA,Rachael Miles,Holiday representative,ESPAÑA,2017-12-23,2018-01-10,2018-01-10,100.0,Otros,Mujer,1997-10-31,,CONTRATO TEMPORAL,,,,Salida,26.0,17,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330044.0,401,PONTEVEDRA,Shannon Fitzgerald,Holiday representative,ESPAÑA,2017-12-01,2017-12-04,2018-01-10,100.0,Otros,Mujer,1994-12-15,,CONTRATO TEMPORAL,,,,Salida,29.0,39,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330045.0,501,PONTEVEDRA,James Holland,Holiday representative,ESPAÑA,2017-12-20,2017-12-22,2018-01-10,50.0,Otros,Mujer,1990-06-06,,CONTRATO TEMPORAL,,,,Salida,33.0,20,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
27,330046.0,401,PONTEVEDRA,Alison Anderson,Holiday representative,ESPAÑA,2017-08-01,2017-10-31,2017-10-31,100.0,Otros,Mujer,1987-11-11,,CONTRATO TEMPORAL,,,,Salida,36.0,89,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330047.0,401,PONTEVEDRA,Amy Johnston,Holiday representative,ESPAÑA,2017-08-01,2017-09-05,2017-10-31,100.0,Otros,Mujer,1997-10-19,,CONTRATO TEMPORAL,,,,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330048.0,401,PONTEVEDRA,Kimberly Carroll,Holiday representative,ESPAÑA,2017-07-21,2017-08-04,2017-10-20,100.0,Otros,Mujer,1997-02-07,,CONTRATO TEMPORAL,,,,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330049.0,401,PONTEVEDRA,Kristie Haas,Holiday representative,ESPAÑA,2017-07-21,2017-07-31,2017-10-20,100.0,Otros,Mujer,1993-02-26,,CONTRATO TEMPORAL,,,,Salida,31.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
27,330050.0,401,PONTEVEDRA,Mrs. Ashley Douglas PhD,Holiday representative,ESPAÑA,2016-07-26,2017-03-16,2023-09-17,100.0,Otros,Mujer,1994-11-28,,CONTRATO TEMPORAL,,,,Salida,29.0,2571,7.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
32,370001.0,189,LA RIOJA,Jacob Le,Special effects artist,ESPAÑA,2016-12-20,2022-11-27,2023-09-17,100.0,Baja voluntaria del trabajador,Mujer,1994-02-12,martinnicole@example.org,INDEFINIDO,New Craigville,Greg Stanley,James Moran,Salida,30.0,2427,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
15,370002.0,200,VIZCAYA,Shelly Miles,Designer graphic,ESPAÑA,2023-08-01,2023-09-17,2023-09-17,75.0,Otros,Mujer,1996-09-14,othompson@example.com,INDEFINIDO,Danielburgh,Sara Parks,Kelsey Richardson,Activo,27.0,45,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
51,370003.0,289,LA RIOJA,Amber Lee,Designer graphic,ITALIA,2016-11-24,2023-09-17,2023-09-17,90.0,Otros,Mujer,1991-09-01,castrokenneth@example.net,INDEFINIDO,Lake Nicholasshire,Greg Stanley,James Moran,Activo,32.0,2453,7.0,MÁS DE 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
51,370004.0,401,LA RIOJA,Tyler Nunez,Designer graphic,ESPAÑA,2017-08-31,2019-09-16,2020-02-01,100.0,Otros,Mujer,1992-10-30,,CONTRATO TEMPORAL,Lake Nicholasshire,Greg Stanley,James Moran,Salida,31.0,871,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
32,370005.0,289,LA RIOJA,Peter Johnson,Designer graphic,ESPAÑA,2017-12-14,2023-09-17,2023-09-17,87.5,Otros,Mujer,1989-01-23,lisa02@example.com,INDEFINIDO,New Craigville,Greg Stanley,James Moran,Activo,35.0,2073,6.0,MÁS DE 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
214,370006.0,501,LA RIOJA,Anne Martinez,Designer graphic,ESPAÑA,2018-09-13,2019-01-12,2019-01-12,90.0,Otros,Mujer,1992-11-03,randy64@empresa.com,CONTRATO TEMPORAL,,,,Salida,31.0,119,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
51,370007.0,289,LA RIOJA,Joan Brown,Theatre manager,ESPAÑA,2018-07-12,2023-09-17,2023-09-17,90.0,Otros,Mujer,1994-10-03,katherinepineda@example.com,INDEFINIDO,Lake Nicholasshire,Greg Stanley,James Moran,Activo,29.0,1865,5.0,MÁS DE 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
